geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0006397	mRNA processing	http://amigo.geneontology.org/amigo/term/GO:0006397	130	38	17.0139771283355	2.23345780433159	6.89326424163639e-07	9.7759020154116e-05	58024;192325;192330;192331;286774;321220;321544;321696;321860;321994;322206;323746;324121;325550;337866;393282;393475;394053;394074;402966;402989;406249;406251;406810;406824;415211;431768;436976;445035;445398;446116;447922;450021;570158;570205;573047;100000842;100006246	ENSDARG00000053496;ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000031907;ENSDARG00000015239;ENSDARG00000003027;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000038068;ENSDARG00000056923;ENSDARG00000018890;ENSDARG00000006225;ENSDARG00000006524;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000035324;ENSDARG00000011125;ENSDARG00000011740;ENSDARG00000015111;ENSDARG00000011613;ENSDARG00000053101;ENSDARG00000103553;ENSDARG00000001241;ENSDARG00000018658;ENSDARG00000035625;ENSDARG00000015394;ENSDARG00000077126;ENSDARG00000037930;ENSDARG00000099667;ENSDARG00000070431;ENSDARG00000063003;ENSDARG00000063466;ENSDARG00000058328;ENSDARG00000040070
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	http://amigo.geneontology.org/amigo/term/GO:0000377	76	26	9.94663278271919	2.61394992335207	1.63966343458277e-06	0.000196759612149933	58024;192325;192330;192331;286774;321544;321860;321994;322206;323746;324121;325550;393282;393475;394053;402966;406249;406824;431768;445398;446116;447922;570205;573047;100000842;100006246	ENSDARG00000053496;ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000015239;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000038068;ENSDARG00000056923;ENSDARG00000018890;ENSDARG00000006225;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000011125;ENSDARG00000015111;ENSDARG00000103553;ENSDARG00000018658;ENSDARG00000077126;ENSDARG00000037930;ENSDARG00000099667;ENSDARG00000063466;ENSDARG00000058328;ENSDARG00000040070
GO:0000398	mRNA splicing, via spliceosome	http://amigo.geneontology.org/amigo/term/GO:0000398	76	26	9.94663278271919	2.61394992335207	1.63966343458277e-06	0.000196759612149933	58024;192325;192330;192331;286774;321544;321860;321994;322206;323746;324121;325550;393282;393475;394053;402966;406249;406824;431768;445398;446116;447922;570205;573047;100000842;100006246	ENSDARG00000053496;ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000015239;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000038068;ENSDARG00000056923;ENSDARG00000018890;ENSDARG00000006225;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000011125;ENSDARG00000015111;ENSDARG00000103553;ENSDARG00000018658;ENSDARG00000077126;ENSDARG00000037930;ENSDARG00000099667;ENSDARG00000063466;ENSDARG00000058328;ENSDARG00000040070
GO:0000375	RNA splicing, via transesterification reactions	http://amigo.geneontology.org/amigo/term/GO:0000375	78	26	10.2083862770013	2.54692556634304	2.8683202006885e-06	0.000319612822362433	58024;192325;192330;192331;286774;321544;321860;321994;322206;323746;324121;325550;393282;393475;394053;402966;406249;406824;431768;445398;446116;447922;570205;573047;100000842;100006246	ENSDARG00000053496;ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000015239;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000038068;ENSDARG00000056923;ENSDARG00000018890;ENSDARG00000006225;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000011125;ENSDARG00000015111;ENSDARG00000103553;ENSDARG00000018658;ENSDARG00000077126;ENSDARG00000037930;ENSDARG00000099667;ENSDARG00000063466;ENSDARG00000058328;ENSDARG00000040070
GO:0051168	nuclear export	http://amigo.geneontology.org/amigo/term/GO:0051168	32	15	4.18805590851334	3.5816140776699	3.15692708774407e-06	0.000328320417125383	30172;30707;192325;323464;325550;334362;386850;393973;406249;406324;436700;445035;558395;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000015352;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000020232;ENSDARG00000007196;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000078041;ENSDARG00000030022;ENSDARG00000063003
GO:0006913	nucleocytoplasmic transport	http://amigo.geneontology.org/amigo/term/GO:0006913	53	20	6.93646759847522	2.88331196189778	4.79165286559891e-06	0.000439704615902017	30172;30707;192325;322969;323464;325550;334362;337461;368640;386850;393973;406249;406324;436700;445035;553305;558395;558883;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000017454;ENSDARG00000015352;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000052641;ENSDARG00000020232;ENSDARG00000007196;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000041493;ENSDARG00000078041;ENSDARG00000016630;ENSDARG00000030022;ENSDARG00000063003
GO:0051169	nuclear transport	http://amigo.geneontology.org/amigo/term/GO:0051169	53	20	6.93646759847522	2.88331196189778	4.79165286559891e-06	0.000439704615902017	30172;30707;192325;322969;323464;325550;334362;337461;368640;386850;393973;406249;406324;436700;445035;553305;558395;558883;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000017454;ENSDARG00000015352;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000052641;ENSDARG00000020232;ENSDARG00000007196;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000041493;ENSDARG00000078041;ENSDARG00000016630;ENSDARG00000030022;ENSDARG00000063003
GO:0044085	cellular component biogenesis	http://amigo.geneontology.org/amigo/term/GO:0044085	461	92	60.3341804320203	1.52484046922056	8.43846558939987e-06	0.000731333684414655	30037;30172;30225;30441;58016;58024;192330;192331;266640;317678;321544;321652;321700;321718;321726;321860;321897;322251;322265;323426;323464;323597;325037;325106;326884;327053;327399;334362;334375;336617;337148;337737;352916;386850;393200;393282;393475;393648;393896;393902;394029;394040;394243;402800;406275;406285;406321;406324;406364;406466;406750;431768;432389;436807;436992;442932;445224;445285;445387;445399;447829;447922;449679;474329;492332;494106;550234;550235;550606;553305;553606;553616;553790;554096;557155;558368;558395;560253;565842;566022;566154;567365;568328;570205;570267;619204;777627;795670;100000242;100000842;100003787;100333944	ENSDARG00000040971;ENSDARG00000053496;ENSDARG00000069422;ENSDARG00000090191;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000008433;ENSDARG00000021948;ENSDARG00000003487;ENSDARG00000002952;ENSDARG00000020890;ENSDARG00000055639;ENSDARG00000015239;ENSDARG00000003287;ENSDARG00000026767;ENSDARG00000011999;ENSDARG00000029058;ENSDARG00000014244;ENSDARG00000006219;ENSDARG00000042864;ENSDARG00000005134;ENSDARG00000012495;ENSDARG00000015352;ENSDARG00000020258;ENSDARG00000007744;ENSDARG00000002720;ENSDARG00000027099;ENSDARG00000013478;ENSDARG00000041565;ENSDARG00000059711;ENSDARG00000096095;ENSDARG00000035018;ENSDARG00000070849;ENSDARG00000018602;ENSDARG00000025436;ENSDARG00000020232;ENSDARG00000090219;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000012747;ENSDARG00000015006;ENSDARG00000020497;ENSDARG00000016754;ENSDARG00000035427;ENSDARG00000008383;ENSDARG00000075380;ENSDARG00000053912;ENSDARG00000056473;ENSDARG00000075323;ENSDARG00000007216;ENSDARG00000098753;ENSDARG00000033609;ENSDARG00000013122;ENSDARG00000018658;ENSDARG00000041870;ENSDARG00000044402;ENSDARG00000054540;ENSDARG00000020595;ENSDARG00000093007;ENSDARG00000015315;ENSDARG00000025854;ENSDARG00000020913;ENSDARG00000052783;ENSDARG00000099667;ENSDARG00000024141;ENSDARG00000021112;ENSDARG00000070801;ENSDARG00000021324;ENSDARG00000028688;ENSDARG00000059046;ENSDARG00000042799;ENSDARG00000041493;ENSDARG00000057105;ENSDARG00000059075;ENSDARG00000071878;ENSDARG00000045565;ENSDARG00000005374;ENSDARG00000044092;ENSDARG00000078041;ENSDARG00000056270;ENSDARG00000098880;ENSDARG00000095750;ENSDARG00000061095;ENSDARG00000055678;ENSDARG00000057929;ENSDARG00000063466;ENSDARG00000003217;ENSDARG00000099358;ENSDARG00000040070;ENSDARG00000101622;ENSDARG00000063627;ENSDARG00000023920
GO:0009451	RNA modification	http://amigo.geneontology.org/amigo/term/GO:0009451	40	16	5.23506988564168	3.05631067961165	1.82999434871212e-05	0.00150252167578468	322715;337487;393098;393985;406275;445101;445166;492512;494106;553298;553790;566022;568328;570158;606657;100003787	ENSDARG00000069422;ENSDARG00000089260;ENSDARG00000028976;ENSDARG00000020986;ENSDARG00000043105;ENSDARG00000053912;ENSDARG00000012674;ENSDARG00000051851;ENSDARG00000057089;ENSDARG00000021324;ENSDARG00000010978;ENSDARG00000071878;ENSDARG00000095750;ENSDARG00000057929;ENSDARG00000063003;ENSDARG00000033967
GO:0006418	tRNA aminoacylation for protein translation	http://amigo.geneontology.org/amigo/term/GO:0006418	13	8	1.70139771283355	4.70201643017177	5.79144252191854e-05	0.00451732516709646	114427;280647;334588;368235;368284;556702;562037;566022	ENSDARG00000044575;ENSDARG00000103799;ENSDARG00000041570;ENSDARG00000035913;ENSDARG00000036164;ENSDARG00000077299;ENSDARG00000060494;ENSDARG00000095750
GO:0006405	RNA export from nucleus	http://amigo.geneontology.org/amigo/term/GO:0006405	20	10	2.61753494282084	3.82038834951456	7.38293453462768e-05	0.00548446565429485	30172;192325;325550;334362;393973;406249;436700;445035;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000007196;ENSDARG00000015111;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000030022;ENSDARG00000063003
GO:0043038	amino acid activation	http://amigo.geneontology.org/amigo/term/GO:0043038	14	8	1.83227445997459	4.36615811373093	0.000119707247464351	0.00811927417584295	114427;280647;334588;368235;368284;556702;562037;566022	ENSDARG00000044575;ENSDARG00000103799;ENSDARG00000041570;ENSDARG00000035913;ENSDARG00000036164;ENSDARG00000077299;ENSDARG00000060494;ENSDARG00000095750
GO:0043039	tRNA aminoacylation	http://amigo.geneontology.org/amigo/term/GO:0043039	14	8	1.83227445997459	4.36615811373093	0.000119707247464351	0.00811927417584295	114427;280647;334588;368235;368284;556702;562037;566022	ENSDARG00000044575;ENSDARG00000103799;ENSDARG00000041570;ENSDARG00000035913;ENSDARG00000036164;ENSDARG00000077299;ENSDARG00000060494;ENSDARG00000095750
GO:0008033	tRNA processing	http://amigo.geneontology.org/amigo/term/GO:0008033	34	13	4.44980940279543	2.92147344374643	0.000193763005518544	0.0121146783608861	322715;337487;393098;393985;406275;406376;445101;445166;492512;553298;553790;566022;606657	ENSDARG00000089260;ENSDARG00000028976;ENSDARG00000020986;ENSDARG00000043105;ENSDARG00000053912;ENSDARG00000101047;ENSDARG00000012674;ENSDARG00000051851;ENSDARG00000057089;ENSDARG00000010978;ENSDARG00000071878;ENSDARG00000095750;ENSDARG00000033967
GO:0071166	ribonucleoprotein complex localization	http://amigo.geneontology.org/amigo/term/GO:0071166	22	10	2.87928843710292	3.47308031774051	0.000201911306014768	0.0121146783608861	30172;325550;334362;386850;406249;406324;436700;445035;558395;570158	ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000020232;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000078041;ENSDARG00000063003
GO:0071426	ribonucleoprotein complex export from nucleus	http://amigo.geneontology.org/amigo/term/GO:0071426	22	10	2.87928843710292	3.47308031774051	0.000201911306014768	0.0121146783608861	30172;325550;334362;386850;406249;406324;436700;445035;558395;570158	ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000020232;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000078041;ENSDARG00000063003
GO:0017038	protein import	http://amigo.geneontology.org/amigo/term/GO:0017038	39	14	5.10419313850064	2.7428429176002	0.000241302657660425	0.0139419313314912	30172;30707;282676;322645;322969;337461;368640;393973;405895;436738;553305;558883;559037;559225	ENSDARG00000056160;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000092112;ENSDARG00000017454;ENSDARG00000012222;ENSDARG00000052641;ENSDARG00000007196;ENSDARG00000036721;ENSDARG00000058297;ENSDARG00000041493;ENSDARG00000016630;ENSDARG00000010021;ENSDARG00000030022
GO:0051649	establishment of localization in cell	http://amigo.geneontology.org/amigo/term/GO:0051649	244	51	31.9339263024142	1.5970475887315	0.000322059617842263	0.0179433215654975	30172;30707;192325;259193;266757;282673;282676;322645;322969;323464;325550;334362;336617;337461;338138;368229;368640;373113;386850;393515;393582;393682;393902;393973;394087;394247;405893;405895;406249;406324;436700;436738;445035;445167;492689;541394;550396;553305;555272;557349;558395;558883;559037;559225;567365;570158;735249;767808;795670;798071;798361	ENSDARG00000014898;ENSDARG00000104782;ENSDARG00000019137;ENSDARG00000090912;ENSDARG00000056160;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000092112;ENSDARG00000017454;ENSDARG00000015352;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000035018;ENSDARG00000012222;ENSDARG00000056557;ENSDARG00000037654;ENSDARG00000052641;ENSDARG00000026766;ENSDARG00000020232;ENSDARG00000001880;ENSDARG00000055857;ENSDARG00000013414;ENSDARG00000020497;ENSDARG00000007196;ENSDARG00000054578;ENSDARG00000026595;ENSDARG00000053194;ENSDARG00000036721;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000058297;ENSDARG00000015394;ENSDARG00000004618;ENSDARG00000077883;ENSDARG00000032049;ENSDARG00000045416;ENSDARG00000041493;ENSDARG00000061757;ENSDARG00000055339;ENSDARG00000078041;ENSDARG00000016630;ENSDARG00000010021;ENSDARG00000030022;ENSDARG00000055678;ENSDARG00000063003;ENSDARG00000070097;ENSDARG00000097660;ENSDARG00000023920;ENSDARG00000054807;ENSDARG00000038537
