gene.symbols	SRR1914395	SRR1914394	SRR1914393	SRR1914392
ENSDARG00000001447	mier1b	1.05192189906223	0.855503902063974	0.908480798724948	0.912280112702553
ENSDARG00000001452	adam8a	0.75267072234539	0.434745570500601	0.832714087973003	0.811937046527912
ENSDARG00000001463	tdh2	0.993189183036506	1.00113619551226	0.0643195932210616	0.161517493083021
ENSDARG00000001470	mhc1zea	0.580025674965929	0.718964784640198	0.752260414995145	0.558694581307596
ENSDARG00000001498	skap1	0.36782662216015	0.241218389167981	0.334007943260597	0.282027424233125
ENSDARG00000001549	sp3a	0.507173973955999	0.533516157297189	0.837257631940003	0.483815653713298
ENSDARG00000001557	tomm34	0.916326686694664	1.08354729062947	1.21086332915548	1.13384757505484
ENSDARG00000001558	kifc1	2.29087412749561	2.05676728699581	2.21789481828196	2.36278147733397
ENSDARG00000001559	csmd2	0.785583796289591	0.738377184643155	0.327493262325664	0.24622769554973
ENSDARG00000001572	prf1.3	-0.0920193084506929	-0.0818965385161554	-0.092914366093777	-0.115445188400429
ENSDARG00000001578	echs1	1.81679277251331	1.95197376066238	1.1952949497041	1.45762429124531
ENSDARG00000001621	nfyal	0.889736671365311	1.05943249697096	0.965096541200274	0.901808133021046
ENSDARG00000001634	kirrel1a	1.8246323191812	1.73944307230537	1.48238553861139	1.25284888365334
ENSDARG00000001656	psmb10	-0.0610585138779224	-0.042662757042389	-0.0425912565084745	-0.204876794103046
ENSDARG00000001676	gpm6bb	2.23661385065322	2.00426852802723	1.04387848089915	1.13532778877596
ENSDARG00000001686	uckl1a	0.10089208505769	0.138136219324989	0.248997121694613	0.364824460969064
ENSDARG00000001710	flot1a	2.32489556901295	2.55169089819376	1.36525594405333	1.41851842033175
ENSDARG00000001712	si:ch211-247n2.1	0.211447208227462	0.237804512908355	0.461873424598584	0.409112211810676
ENSDARG00000001721	oc90	1.41330519450529	0.940647128755886	2.62293654129489	2.11767128949095
ENSDARG00000001729	strn3	1.66670138233117	1.72193874364207	2.23341152580575	2.14294720617128
ENSDARG00000001733	gulp1a	0.983584943878743	0.919917356126985	0.575674337175527	0.696586769256589
ENSDARG00000001734	fkbp8	0.770730619677565	0.81273850996157	0.948222737304295	0.929846788949436
ENSDARG00000001754	noc2l	1.70434285503717	1.41330519450529	1.98488365591943	1.80450078180487
ENSDARG00000001760	NA	0.466721567105194	0.540023850690668	0.251152000477982	0.180571263875905
ENSDARG00000001767	slc29a2	1.28653748539065	1.09589317945953	0.991040576091572	1.06025398188822
ENSDARG00000001769	ptpra	1.29109809160935	1.44783205144992	1.56870543676795	1.13656116819978
ENSDARG00000001771	otol1a	-0.106698061797703	-0.0308410711717229	-0.0113884235870944	-0.0914152161724482
ENSDARG00000001776	stim2b	0.397210823344319	0.399395211421738	0.418769106933851	0.377532550909232
ENSDARG00000001777	nup155	1.23484767861145	0.830774100867765	2.03646269889536	1.78569599723091
ENSDARG00000001781	tspan11	0.65950266974566	0.522247549572291	0.715684725275808	0.636481624159611
ENSDARG00000001782	prkacba	0.963371716712187	0.693934633567621	0.808692127598684	1.02956642001904
ENSDARG00000001785	irx2a	0.597246354593064	0.647355269221964	0.429737059096186	0.449180750395345
ENSDARG00000001788	atp5po	2.72160229019793	3.12958867414672	3.12360532941467	3.36589452471806
ENSDARG00000001803	kcnh6a	0.126006001810243	0.132632292811122	0.334111193594463	0.316632594469771
ENSDARG00000001804	zgc:112148	0.515772548740843	0.39084749358982	0.475057790467217	0.494255865953546
ENSDARG00000001807	tnfrsf21	0.490340095636382	0.538803419861662	0.432419973280563	0.471260345486532
ENSDARG00000001817	zmp:0000000521	0.340160742139762	0.39933835847428	0.296459905689918	0.218079098797884
ENSDARG00000001818	c3b.2	0.71904251017502	1.24932513529959	0.55520720391079	0.933547966332124
ENSDARG00000001825	cfap43	0.342464300858847	0.262640933347608	0.348104865060877	0.428288973458687
ENSDARG00000001829	zgc:112982	2.23216539808985	2.29425843262254	1.97794524475242	1.95532205976384
ENSDARG00000001835	nalcn	0.569201149723262	0.676567733029061	0.397154814624282	0.482458428163882
ENSDARG00000001857	aff4	0.974675512178386	1.29781649499952	1.1371025450183	0.81255676215568
ENSDARG00000001859	dbx1b	1.12716875695216	0.695907904057963	0.773422782936143	1.08380000309686
ENSDARG00000001870	atp1a1a.4	1.88965050620597	1.97302954098165	1.84578020128938	1.99607630484023
ENSDARG00000001873	phgdh	2.08979078795861	2.1089869880459	1.98182695964512	2.48869959973531
ENSDARG00000001879	nav2b	1.07412841201078	1.22311041203328	1.65798630270779	1.44497610433032
ENSDARG00000001880	stx3a	0.75176000465452	0.725339562140848	0.667403180753185	0.50912496757953
ENSDARG00000001881	cacnb3a	0.148853099878782	0.246633400973737	-0.0296882008577804	0.0288277384480351
ENSDARG00000001882	kbtbd12	0.633975957957989	0.871706966475655	0.136982495554689	0.253135788801525
ENSDARG00000001888	ppm1ba	0.889044900993455	0.894052980883245	1.14977961718453	0.861074067287436
ENSDARG00000001889	tuba1a	3.42512261154146	3.64878934607354	3.60837855146453	3.70104104068574
ENSDARG00000001890	stt3b	1.60744727241142	1.70347019815041	2.4701430844272	2.19553919386876
ENSDARG00000001891	syt14b	0.2224336261996	0.314810292515979	0.031794263953314	0.120298942855018
ENSDARG00000001897	man2b1	1.29966980240346	1.34155259066498	1.76265875677968	1.98312996894912
ENSDARG00000001898	manea	0.661355959029371	0.751025041715025	0.570252768297034	0.560298847709011
ENSDARG00000001906	si:dkey-247m21.3	0.177336878271781	0.176139151821124	0.0701317960189761	0.0271017905294011
ENSDARG00000001909	vill	0.294599907602635	0.279145825281979	0.260020092533453	0.353219073497978
ENSDARG00000001910	rorab	1.0326440589643	1.55139399900855	0.723036731260364	0.797684345411193
ENSDARG00000001912	drd4-rs	0.398994841144401	0.431430653864765	0.359809828562513	0.385872683686551
ENSDARG00000001913	palmda	1.36226318652073	0.968617611731932	1.28063142717474	0.832246023852069
ENSDARG00000001929	pink1	0.710238104760615	0.624874822497984	0.665987484961702	0.532863337632764
ENSDARG00000001930	klhl15	0.722245712428163	1.17720650210468	0.828745273686734	0.792434080553886
ENSDARG00000001933	prkag2b	0.289138524477776	0.322557669204906	0.259160750504668	0.263857694680501
ENSDARG00000001937	LOC100334818	1.13001834814274	0.850048309032401	0.808074831136972	0.839808333450878
ENSDARG00000001939	b3gat3	1.41094252115517	1.28046960188044	1.20098985786824	1.15575764569943
ENSDARG00000001940	dnajc1	1.47533198203416	1.28891017994759	1.63190239649591	1.58652695913831
ENSDARG00000001950	ak1	2.84276132908655	3.04947180110847	2.12749727398626	2.74357681162067
ENSDARG00000001953	pfkfb3	0.61692388361491	0.593846608110735	0.671938973049088	0.580694831138178
ENSDARG00000001968	dock5	0.728858673697704	0.605344072233285	0.727569377702048	0.45508400459067
ENSDARG00000001969	txlng	1.24768452321126	1.13750288881619	1.26994586517912	1.15062478335318
ENSDARG00000001971	cthrc1b	0.0343316790882827	-0.0202717366417762	0.0778083722233794	0.0712206972054695
ENSDARG00000001975	hsd11b2	0.953733500804982	1.30150035895373	0.283550013166824	0.304408195521843
ENSDARG00000001976	fkbp16	0.28244741683693	0.415008154268337	0.664671506702624	0.748639786074968
ENSDARG00000001993	myhb	0.201139663837781	0.690106221814728	0.417840108909614	0.169607988496936
ENSDARG00000001994	stxbp1a	1.35889378868447	1.6274995964772	0.906954200047202	0.989572376922019
ENSDARG00000001999	adamts18	0.723749696713684	0.866740676600237	1.16434817353869	0.951377744027084
ENSDARG00000002002	lmcd1	0.282708838359961	0.407406249363128	0.241476977861885	0.365410396294714
ENSDARG00000002006	rxrbb	0.712992212673796	0.894947648521003	0.667549432830929	0.75531503327979
ENSDARG00000002013	grb10a	0.450133390255879	0.432244010665088	0.768803549570594	0.636622477094744
ENSDARG00000002016	ppil2	1.17839558272464	1.11845089775981	1.23942068944111	1.33373322656397
ENSDARG00000002020	rictorb	0.613151652990565	0.798910696811993	1.01362275675593	0.762682644544973
ENSDARG00000002021	pygb	1.2897696768536	1.34136940879943	1.11135228630686	1.08216172142667
ENSDARG00000002026	qkib	0.878367054828954	0.991150695359972	0.465465119439767	0.317262707477866
ENSDARG00000002031	tox4a	0.605677902923247	0.553829042965778	1.10921315436476	1.00944406521817
ENSDARG00000002037	pfkfb2b	0.929325864286122	0.70096194117901	0.277850832302575	0.328031005682825
ENSDARG00000002060	brf2	0.393191121432891	0.392412737515892	0.524748354311436	0.558230422402906
ENSDARG00000002071	adss	1.27337228651313	1.23671863590834	0.801058286689038	0.89148451696253
ENSDARG00000002077	mnat1	0.659135745490093	0.590519070198356	0.640901953660436	0.706620102321987
ENSDARG00000002082	csnk2a1	2.17538827714816	2.29632603892947	2.68454517956765	2.66864771499449
ENSDARG00000002084	lamb2	1.51370609974597	1.70970847968555	1.82922728014514	1.76502656509929
ENSDARG00000002097	NA	0.167717950541446	0.154097594019166	0.218225304209681	0.165148243999688
ENSDARG00000002127	stam	1.20098985786824	1.36098119502975	1.53665460810847	1.45242833883886
ENSDARG00000002128	cwf19l1	0.850691942332637	0.822586163424362	1.11593781692378	1.21647529774915
ENSDARG00000002131	celf2	2.26495503764944	2.53933290653964	1.74985513494993	1.33355033682446
ENSDARG00000002165	psme1	0.256553842086206	0.177633872347503	0.308885118561788	0.315614235193375
ENSDARG00000002167	cacnb1	0.832246023852069	0.904691631516203	0.838799508064666	0.650870910582015
ENSDARG00000002168	tra2b	1.89283522116448	1.70376349992197	1.88388095902989	2.04554240575156
ENSDARG00000002172	aplnra	0.72675713892116	0.57233564208528	0.911882738407719	0.953204280802514
ENSDARG00000002174	itfg2	0.393078660739024	0.419168198492495	0.647429456873179	0.829752405443066
ENSDARG00000002184	igbp1	1.45347726698961	1.35233179671705	1.2780005392414	1.34298567202775
ENSDARG00000002190	chmp2bb	1.71398841613242	1.59686533755024	1.52419795500398	1.64534952386723
ENSDARG00000002192	aspn	0.431079495220264	0.620428861102093	0.00119117241676953	0.145648516753139
ENSDARG00000002193	rho	-0.0505074291424375	0.046212681414694	-0.19810827193828	-0.087656231652164
ENSDARG00000002194	rhd	0.286407968441631	0.530749141705263	0.38465074166394	0.686733417189221
ENSDARG00000002196	bach1b	1.38284027940245	1.13370761445528	1.13244893734076	1.02225834121669
ENSDARG00000002197	NA	0.594455004564732	1.27223442283822	0.444853552810925	0.49579150772129
ENSDARG00000002204	hspb11	0.531906482182453	0.761598282385788	0.652471461821378	1.04314383663952
ENSDARG00000002210	stk25a	0.485501936444794	0.557095666200725	0.505923514528655	0.546620924668345
ENSDARG00000002213	invs	0.411733672130103	0.276910394003448	0.55836601153797	0.480695095990299
ENSDARG00000002215	rtca	1.90773017051892	1.70258639136969	2.26561240263889	2.13618305760291
ENSDARG00000002216	tbx3a	0.780342026409572	0.750945696050891	1.05659706015745	1.00125209149216
ENSDARG00000002217	scocb	1.94980585101263	2.03891479205484	0.987919457530786	1.09006228044372
ENSDARG00000002219	si:dkey-103j14.5	0.16690826747328	0.0605815762463047	0.202425016026355	0.188747642268786
ENSDARG00000002220	zgc:103692	0.963589249886615	0.818513517809196	1.15184101008568	1.27534301898278
ENSDARG00000002230	sypb	0.816567233304019	1.30100356142007	0.514463612467972	0.622520077342706
ENSDARG00000002231	plpp2a	0.55849978596433	0.503032704807921	0.43402234445992	0.302666234147377
ENSDARG00000002235	mmp14a	1.17537067951897	1.34497724699708	1.01259064881982	1.16392501199432
ENSDARG00000002240	psmb6	1.84363846904613	1.99833714558478	2.53177643802344	2.54218562777415
ENSDARG00000002241	LOC100537815	-0.0164496446248014	0.0823285594100961	-0.0436152070105872	-0.0268194721522824
ENSDARG00000002249	tbxas1	0.533448443960746	0.612531080072726	0.368984849523534	0.357044780534604
ENSDARG00000002255	epb41l3a	0.687127501089159	0.790351247796323	0.67306610608301	0.595346619977752
ENSDARG00000002259	ca15c	0.0240933989958525	0.0565524869359867	-0.0937694292150241	-0.204876794103046
ENSDARG00000002264	mrpl41	1.0261392303382	0.98066006608065	0.781781883475953	1.12069257629759
ENSDARG00000002267	dcaf13	1.47357073905314	1.47314916533523	1.6779996527692	1.7610014288499
ENSDARG00000002271	zfand5b	1.27600737761629	1.29461312414621	1.6803642632203	1.76401628070061
ENSDARG00000002285	mcoln1a	1.45653230172507	1.38284027940245	0.872001950831723	0.877881131555222
ENSDARG00000002293	si:ch211-197g15.9	0.0759714393703295	0.117211958906593	0.351075180044974	0.151708951648398
ENSDARG00000002295	NA	0.0507128202334366	0.11428451685705	0.167813120323463	0.142025589896024
ENSDARG00000002298	ankrd22	0.458965022557918	0.299081110119308	0.31826454959334	0.251923957551444
ENSDARG00000002299	arsh	0.314220550569925	0.317736212627854	0.64305421176676	0.403458061848087
ENSDARG00000002300	p2rx2	0.694929889143848	0.442374353909149	0.364281810701309	0.325139143665487
ENSDARG00000002304	gins2	0.536087918621359	0.495293258787238	0.849123015174903	1.07538209473465
ENSDARG00000002305	me3	1.78436416868954	2.08670186827925	1.36698403279289	1.7115816787481
ENSDARG00000002311	fabp11b	0.479974484547356	0.842109124882088	-0.19810827193828	-0.0318868510741232
ENSDARG00000002330	lhx8a	0.337195135360706	0.381909313498676	0.0358371331786329	0.109852695554727
ENSDARG00000002332	frmd6	0.803309170417303	0.828291632900231	1.18245439773471	0.953097458677412
ENSDARG00000002333	fam102bb	0.646620292133691	0.786750834133856	0.507302316648298	0.522862415627421
ENSDARG00000002336	dlc	1.94182155090745	1.88851139088283	1.37676117433611	1.45182049966536
ENSDARG00000002339	sgf29	0.667549432830929	0.728858673697704	0.63778551398623	0.809754242654084
ENSDARG00000002344	tubb4b	3.61548826678726	3.68200966364448	3.69357520423812	3.62262196488057
ENSDARG00000002347	cyp11a1	0.236912022198027	0.07169070673082	1.30701209385955	1.13927655722453
ENSDARG00000002353	tagapa	0.287099467373291	0.134382585117141	0.289715001894806	0.242130781232031
ENSDARG00000002355	shpk	0.229672352780142	0.223542481175417	0.28128787307855	0.20586846317914
ENSDARG00000002362	ubald1a	0.924259705716569	1.06571639714303	0.926311253498941	0.945776494357699
ENSDARG00000002365	cers5	1.07222618135078	0.922025138811284	1.11910417770858	1.02660646479051
ENSDARG00000002369	NA	3.20554441676313	3.1275687638328	3.31318432510265	3.21359348922943
ENSDARG00000002377	mief2	0.664746283185393	0.622305901186042	0.937169979141781	0.876152739331734
ENSDARG00000002385	atm	0.64808251250993	0.672160574546126	1.09832727277184	1.06957360908841
ENSDARG00000002391	tlcd1	0.377801435224012	0.383977008449383	0.180571263875905	0.16809608525306
ENSDARG00000002394	ugt5d1	-0.0946526223644742	0.060829491557617	-0.103199505876021	-0.0468309808089403
ENSDARG00000002396	cry-dash	0.628834866933371	0.750706257038842	0.766549140303399	0.897628706661141
ENSDARG00000002401	gale	1.44994246132111	1.25046888544452	1.60850148642916	1.59476869204372
ENSDARG00000002402	ercc3	0.966090261783543	1.19442187641592	1.2285357385094	1.37283140414826
ENSDARG00000002403	nusap1	2.26300546674362	2.03695570594981	2.2722412125333	2.42892254115281
ENSDARG00000002405	si:ch211-225b11.1	1.06533994861125	0.985588483267302	0.864443155081996	0.778878564984067
ENSDARG00000002406	zmynd10	0.32207417191484	0.277119127060805	0.301358884676709	0.357594649835595
ENSDARG00000002411	crtc1b	0.371845854720576	0.487521596598373	0.448892361082268	0.399899249132619
ENSDARG00000002445	prdm1a	0.561344465929663	0.568725904895757	1.36079655711794	1.14841117944403
ENSDARG00000002463	arhgef37	0.53873800478425	0.722954264704976	1.10578682842985	0.943998822855156
ENSDARG00000002467	rdh14b	0.52212255375729	0.519496765719114	0.891583979070445	0.842664557860935
ENSDARG00000002479	ercc6l	1.72813592095004	1.48329573964448	1.87814716308596	2.13953568030066
ENSDARG00000002483	LOC568110	0.118115083264557	0.176618536596781	0.195219279371457	0.207214656994891
ENSDARG00000002487	noc3l	1.70376349992197	1.4528404770082	1.90378719341584	1.77219414324255
ENSDARG00000002494	itgb6	0.472059924241291	0.565862951820922	0.893160925939318	0.991493093278203
ENSDARG00000002506	zgc:92818	1.47730251127994	1.37619225954082	1.12851958021901	1.24817996351885
ENSDARG00000002507	itga10	0.597315375247403	0.674106058184398	0.64009656514203	0.538803419861662
ENSDARG00000002508	ankrd33ab	-0.00608145939503303	-0.00848165949755145	-0.00119955417303486	0.0590953170077739
ENSDARG00000002509	zgc:153911	0.146491414691746	0.0865041745841567	0.203115995056508	0.295601745497474
ENSDARG00000002510	dmbx1b	0.161376303232089	0.19222306549591	0.362182646395058	0.359696922677045
ENSDARG00000002523	hsdl2	1.93471097799313	2.31992437864786	2.48336408400048	2.52517281400825
ENSDARG00000002533	adora2b	0.239811830110786	0.27665450417004	0.400237551054329	0.459211589812402
ENSDARG00000002536	tm9sf4	2.0326682736512	1.85949230161493	2.29840926795984	2.17137496823575
ENSDARG00000002538	smu1a	1.55788489999114	1.62944340869516	2.03745667171764	2.07230227724237
ENSDARG00000002546	rundc3ab	0.690106221814728	1.23327462250195	0.433010483045652	0.501648154468475
ENSDARG00000002549	eif3eb	0.596515776197265	0.756490526911408	0.55769726243624	0.786244770169397
ENSDARG00000002552	mapkapk2a	1.80414896688658	1.67859512382454	2.00017379130039	2.07381184083626
ENSDARG00000002564	syngr1a	1.03490502130059	1.18245439773471	0.423628334475361	0.581976781096302
ENSDARG00000002571	tmod2	1.33556727317712	1.33592615021575	0.990930456823173	0.915506158009253
ENSDARG00000002576	cabp5a	0.155182630078987	0.08293283998567	0.155229312960529	0.138276002007951
ENSDARG00000002582	tbx15	0.848199681523237	1.07094102876239	0.757990744347437	0.798649223602695
ENSDARG00000002587	dpysl3	2.07381184083626	2.50578293325167	1.25079485269343	1.37921293009584
ENSDARG00000002589	mylpfb	3.64174665055107	3.75649672028873	1.4253837923825	2.29774904426408
ENSDARG00000002591	ruvbl1	1.73913043628652	1.81394804794033	2.19428304505691	2.28071324158045
ENSDARG00000002593	slc45a2	1.23766316246237	1.33575163939777	0.679019196331674	1.00442282097877
ENSDARG00000002597	pabpc1l	-0.0553273175801857	-0.0687429259223256	-0.19810827193828	0.0538200247214004
ENSDARG00000002600	pcsk1	0.19430076551143	0.398243620425445	0.155320673326037	0.100453230018896
ENSDARG00000002601	irx7	0.5322940833646	0.484129711377187	0.772001747016559	0.739107603358212
ENSDARG00000002607	unm_sa1614	0.741476755565859	1.01591582575622	0.337300718014011	0.369365643586106
ENSDARG00000002609	rnf145a	0.949601124247757	1.04816322410231	1.06993652784454	1.00067358159176
ENSDARG00000002613	rpa3	1.08516226890999	0.913922860985597	1.55666197613028	1.98140805981986
ENSDARG00000002632	anxa11b	2.02498948743528	1.90497663524144	2.01977153483823	2.01788747729587
ENSDARG00000002634	b4galt1	0.740332049879534	0.667919846441113	0.604985500125617	0.634189153853938
ENSDARG00000002635	zgc:85722	0.331200515981507	0.505488150099562	0.105143386852618	0.158213390730989
ENSDARG00000002642	sh3gl1b	1.17207944754199	1.25253388308211	1.36447386983912	1.36698403279289
ENSDARG00000002644	rgs5a	0.548058667045539	0.60636889146724	0.517764717658874	0.464560772627111
ENSDARG00000002656	stxbp5a	0.533651583970075	0.683635755546353	0.287985850712299	0.273907855713951
ENSDARG00000002659	mapre1b	3.35580040259748	3.36589452471806	2.90645486555006	2.78143743709574
