pathway.name	log.fold.change	p.Value	FDR
KEGG_ASTHMA	-0.13645017693195483	3.438735134420057e-7	7.028623461561873e-7
KEGG_OTHER_GLYCAN_DEGRADATION	-0.0750557946649503	3.6441429251965474e-7	7.367506348766933e-7
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.09713451868067241	4.6456077695822273e-7	9.291215539164455e-7
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.031676219399414465	5.610418164936153e-7	1.1101465730618345e-6
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.0357620703530322	6.47420923394564e-7	1.2675820184356726e-6
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.02724139265859955	1.0377147572975725e-6	2.0105723422640465e-6
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.077226773249938	1.9290064230403914e-6	3.6989195328403384e-6
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.030617381934687344	2.1051810159544715e-6	3.995547642525834e-6
KEGG_VEGF_SIGNALING_PATHWAY	-0.0311303659153895	2.7673545106576825e-6	5.199272110932616e-6
KEGG_HOMOLOGOUS_RECOMBINATION	0.023724128581958336	3.070269186554358e-6	5.710700686991106e-6
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.03505706211056754	3.4317566386388165e-6	6.319868661255643e-6
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.027948016073996385	5.645834881384815e-6	1.029534596017231e-5
KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.09459712192612794	7.179632305120975e-6	1.2965161250024286e-5
KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.046723947678392906	7.65867254859387e-6	1.3697241288831346e-5
KEGG_ALLOGRAFT_REJECTION	-0.08859768389047294	1.280914812751277e-5	2.2690490968736906e-5
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.03001549663397012	1.3370327237360868e-5	2.3461140246689826e-5
KEGG_PEROXISOME	0.05239642136004837	1.3894532009994824e-5	2.415311171830876e-5
KEGG_GLUTATHIONE_METABOLISM	0.044596263860822424	2.0366296682897516e-5	3.5075288731656834e-5
KEGG_GALACTOSE_METABOLISM	0.044888930432903235	2.7767384069088287e-5	4.738287556743506e-5
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.049370334017544544	3.8806020767667704e-5	6.56174532980563e-5
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.028944763408689612	5.8685393512059036e-5	9.833768642561244e-5
KEGG_DNA_REPLICATION	0.03239515617454827	7.006521342807991e-5	1.1635830087163272e-4
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.03914291168085609	8.962895342601307e-5	1.4753084369237548e-4
KEGG_RETINOL_METABOLISM	-0.09347848973321213	9.363646186621999e-5	1.527752798869905e-4
KEGG_TYPE_I_DIABETES_MELLITUS	-0.06348464867924222	9.638108513687627e-5	1.5588592900399117e-4
KEGG_RIBOFLAVIN_METABOLISM	0.03850043505490932	1.0087384220400885e-4	1.617459883616004e-4
KEGG_FOLATE_BIOSYNTHESIS	0.04158828718292368	1.107005223395511e-4	1.759854457705684e-4
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.018456737532282764	1.5612075928128633e-4	2.460886544603327e-4
KEGG_O_GLYCAN_BIOSYNTHESIS	-0.04398987998059471	1.6364418912284684e-4	2.55779993082769e-4
KEGG_REGULATION_OF_AUTOPHAGY	0.02356088058228781	1.7147996290876421e-4	2.6579394250858453e-4
KEGG_SPLICEOSOME	0.023144856790559352	1.7634489864103536e-4	2.710756293159717e-4
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.09865664299344754	2.212022657042123e-4	3.3724279853265154e-4
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.10822927305914343	3.1942160334619274e-4	4.8302779042595e-4
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.04598324568451285	3.617458696483222e-4	5.426188044724833e-4
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.12255085075874148	4.611890096823945e-4	6.86249246407403e-4
KEGG_N_GLYCAN_BIOSYNTHESIS	0.02640224195765741	5.072189386583497e-4	7.487517665908972e-4
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.030990588018877115	5.793947646375308e-4	8.485624112014231e-4
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.07611198314459358	8.92992944362403e-4	0.0012976303722766168
KEGG_WNT_SIGNALING_PATHWAY	-0.013138185196131464	0.0011792131358216995	0.0017002608004871014
KEGG_LINOLEIC_ACID_METABOLISM	-0.07415959635223209	0.0013331784235424138	0.0019074706675299151
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.07419794186177833	0.0015053303236920446	0.002137339238219239
KEGG_GLYCEROLIPID_METABOLISM	0.020613967804698242	0.0027847385328053226	0.003923949750771137
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.07510448227188735	0.003125723091089494	0.004371311992049969
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.014384598549216822	0.004154880869294608	0.005767222699170128
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.04502724013034465	0.0050411083006510855	0.006945526992008162
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.010350325524622415	0.006475791516765028	0.008856597221458054
KEGG_PPAR_SIGNALING_PATHWAY	-0.05918575668815277	0.007120613457770819	0.009667402212739944
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.05681034391583437	0.0078473630056064	0.010576880572773844
KEGG_ABC_TRANSPORTERS	-0.019003082859454987	0.010758491223946676	0.014396254443554543
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.01122308365638624	0.013609306344826821	0.018080935572412776
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.039965897522633936	0.014463183880490024	0.019079093629582582
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.0173216187871162	0.019624897566572264	0.025705851742129866
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.048503822749452995	0.020506887702368637	0.026673294493989974
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.02241733712707092	0.026436727854472066	0.03414744014535975
KEGG_SELENOAMINO_ACID_METABOLISM	0.025737626589311387	0.03729831806626756	0.047844739036729415
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.030792607678846205	0.03941887524028114	0.05021856708693351
KEGG_CELL_CYCLE	-0.0075833806920654195	0.046744830111117075	0.05914651973243385
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.03127195567562734	0.05010668993133563	0.06297192112992181
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.019770331779299932	0.051755139715431865	0.06460708716154581
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.034215848838003105	0.05397791985447519	0.06693262061954924
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.009665285371995787	0.05506217939615465	0.06782493620983288
KEGG_NON_HOMOLOGOUS_END_JOINING	0.010642264505804815	0.06167382187756274	0.07532122012843623
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.032204614387803004	0.06195777784758465	0.07532122012843623
KEGG_TRYPTOPHAN_METABOLISM	-0.02903745246208787	0.06390062376465533	0.07717867545601229
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.01736887954037793	0.0670876069837294	0.08050512838047527
KEGG_LONG_TERM_DEPRESSION	-0.007345869477066457	0.1022733308548458	0.1219412790961623
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.01876054333704828	0.10377787191097587	0.12294703296459561
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.006110778936838419	0.10460588112627858	0.12314363221194821
KEGG_NITROGEN_METABOLISM	-0.03022356837329894	0.11510283559285028	0.13464860012748522
KEGG_OLFACTORY_TRANSDUCTION	-0.00412345685038675	0.1226313023420662	0.14255888897265198
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.01882845030331515	0.12576351050996148	0.14529200593076294
KEGG_HISTIDINE_METABOLISM	0.01750421438205864	0.12737209771642227	0.1462420381188552
KEGG_BUTANOATE_METABOLISM	0.021325014034461284	0.14167125724238624	0.16166168004345915
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.008496701670408193	0.2392443739548697	0.2713381314366205
KEGG_RIBOSOME	0.01386257446687473	0.2680158215572565	0.30212692611908915
KEGG_MTOR_SIGNALING_PATHWAY	-0.005169616784026453	0.35033449534521366	0.3925434706880105
KEGG_FATTY_ACID_METABOLISM	0.012353094986763876	0.35756675722379455	0.39824800505165137
KEGG_LYSINE_DEGRADATION	0.006619244097750518	0.42277530442664585	0.4680726584723579
KEGG_SULFUR_METABOLISM	0.01455478360929482	0.4311697927944557	0.47454190212880926
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	-0.013623832730521073	0.4374745280677046	0.4786486012976062
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.014245272686479184	0.4664454721896847	0.5073617416800079
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.007834901195881339	0.4969623147818747	0.5374127357524924
KEGG_BETA_ALANINE_METABOLISM	-0.008233260971933833	0.5048094024859737	0.5427430570080412
KEGG_PHENYLALANINE_METABOLISM	-0.01329539610553508	0.5410595794521942	0.5783740332075179
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	-0.009340268484079508	0.5724040578384373	0.6083837414739962
KEGG_LONG_TERM_POTENTIATION	-0.0025755024782047817	0.5990507306085127	0.6330877039385419
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.005280172343314638	0.6374131551065375	0.6698239935017852
KEGG_TASTE_TRANSDUCTION	-0.0020301626731271177	0.6426744865757914	0.6715587331634675
KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.005565734384403085	0.6870649130781001	0.7127240131014746
KEGG_TYROSINE_METABOLISM	-0.0037600440649267442	0.6897329159046528	0.7127240131014746
KEGG_THYROID_CANCER	-0.0035655835070789155	0.7052493219202907	0.7247313473877021
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-0.0029291799876551535	0.7383147189460095	0.754541416065702
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	-0.0029974065028091448	0.7912291831946054	0.8042001534109104
KEGG_OOCYTE_MEIOSIS	-5.622921561805432e-4	0.879572910627588	0.8891334857431054
KEGG_TIGHT_JUNCTION	-4.485268828861455e-4	0.9369342454423921	0.9419987548772158
KEGG_BASAL_CELL_CARCINOMA	1.8301527465938654e-4	0.9764531014601393	0.9764531014601393
