pathway.name	log.fold.change	p.Value	FDR
KEGG_ASTHMA	-0.13645017693195483	3.376757780060302e-7	6.901944473529847e-7
KEGG_OTHER_GLYCAN_DEGRADATION	-0.0750557946649503	3.6441429251965474e-7	7.367506348766933e-7
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.09713451868067241	4.6456077740231194e-7	9.291215548046239e-7
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.031676219399414465	5.610418168644788e-7	1.110146573795671e-6
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.0357620703530322	6.474209246583296e-7	1.2675820209099928e-6
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.02724139265859955	1.0377147573516318e-6	2.010572342368787e-6
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.077226773249938	1.929006422596302e-6	3.6989195319887857e-6
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.030617381934687344	2.1051810152883377e-6	3.995547641261539e-6
KEGG_VEGF_SIGNALING_PATHWAY	-0.0311303659153895	2.816671001326654e-6	5.291927335825835e-6
KEGG_HOMOLOGOUS_RECOMBINATION	0.023724128581958336	3.128753203736022e-6	5.819480958949001e-6
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.03505706211056754	3.431756639971084e-6	6.319868663709126e-6
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.027948016073996385	5.645834880718681e-6	1.0295345958957595e-5
KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.09459712192612794	7.17963230534302e-6	1.296516125042526e-5
KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.046723947678392906	7.65867254859387e-6	1.3697241288831346e-5
KEGG_ALLOGRAFT_REJECTION	-0.08859768389047294	1.2809148127734815e-5	2.2690490969130244e-5
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.03001549663397012	1.337032723891518e-5	2.3461140249417204e-5
KEGG_PEROXISOME	0.05239642136004837	1.3894532008950373e-5	2.415311171649317e-5
KEGG_GLUTATHIONE_METABOLISM	0.044596263860822424	2.0366296681793188e-5	3.507528872975494e-5
KEGG_GALACTOSE_METABOLISM	0.044888930432903235	2.7767384069299266e-5	4.738287556779508e-5
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.049370334017544544	3.880602076899997e-5	6.561745330030904e-5
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.028944763408689612	5.8685393510948813e-5	9.833768642375207e-5
KEGG_DNA_REPLICATION	0.03239515617454827	7.006521342771021e-5	1.1635830087101875e-4
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.03914291168085609	8.962895342490285e-5	1.4753084369054803e-4
KEGG_RETINOL_METABOLISM	-0.09347848973321213	9.508048224615706e-5	1.551313131384668e-4
KEGG_TYPE_I_DIABETES_MELLITUS	-0.06348464867924222	9.638108513576604e-5	1.558859290021955e-4
KEGG_RIBOFLAVIN_METABOLISM	0.03850043505490932	1.0087384220398598e-4	1.617459883615637e-4
KEGG_FOLATE_BIOSYNTHESIS	0.04158828718292368	1.0859389895711259e-4	1.7263645475233281e-4
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.018456737532282764	1.56120759279732e-4	2.460886544578827e-4
KEGG_O_GLYCAN_BIOSYNTHESIS	-0.04398987998059471	1.6364418912151457e-4	2.557799930806866e-4
KEGG_REGULATION_OF_AUTOPHAGY	0.02356088058228781	1.7147996290891982e-4	2.657939425088257e-4
KEGG_SPLICEOSOME	0.023144856790559352	1.7634489863985485e-4	2.7107562931415706e-4
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.09865664299344754	2.2120226570487844e-4	3.372427985336671e-4
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.10822927305914343	3.194216033468589e-4	4.830277904269573e-4
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.04598324568451285	3.617458696481002e-4	5.426188044721503e-4
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.12255085075874148	4.6118900968306065e-4	6.862492464083942e-4
KEGG_N_GLYCAN_BIOSYNTHESIS	0.02640224195765741	5.072189386585137e-4	7.487517665911393e-4
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.030990588018877115	5.793947646399733e-4	8.485624112050004e-4
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.07611198314459358	8.929929443608486e-4	0.0012976303722743582
KEGG_WNT_SIGNALING_PATHWAY	-0.013138185196131464	0.001179213135814372	0.0017002608004765363
KEGG_LINOLEIC_ACID_METABOLISM	-0.07415959635223209	0.0013331784235424138	0.0019074706675299151
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.07419794186177833	0.0015053303236927107	0.0021373392382201847
KEGG_GLYCEROLIPID_METABOLISM	0.020613967804698242	0.0027847385328055793	0.003923949750771498
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.07510448227188735	0.0031257230910883838	0.004371311992048417
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.014384598549216822	0.004106813737806192	0.005700502650984715
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.04502724013034465	0.005041108300651225	0.006945526992008354
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.010350325524622415	0.006475791516763918	0.008856597221456534
KEGG_PPAR_SIGNALING_PATHWAY	-0.05918575668815277	0.0071206134577725955	0.009667402212742355
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.05681034391583437	0.007847363005603292	0.010576880572769653
KEGG_ABC_TRANSPORTERS	-0.019003082859454987	0.01075849122394712	0.014396254443555138
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.01122308365638624	0.013609306344826155	0.01808093557241189
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.0173216187871162	0.019808049608243117	0.026129767568320705
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.048503822749452995	0.020309290249988843	0.026602309764069892
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.03787054592882343	0.020967427787847864	0.0272723186611168
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.011316031514092264	0.02319754459972555	0.029963495107978837
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.02241733712707092	0.026436727854472108	0.03391194055815042
KEGG_SELENOAMINO_ACID_METABOLISM	0.025737626589311387	0.037298318066267246	0.047517035344696625
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.030792607678846205	0.039418875240280975	0.049876944181580014
KEGG_CELL_CYCLE	-0.0075833806920654195	0.046744830111114855	0.05874688108559029
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.03127195567562734	0.05010668993133596	0.06254929078676838
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.019770331779299932	0.05175513971543121	0.06417637324713471
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.034215848838003105	0.05397791985447482	0.06648935823133985
KEGG_NON_HOMOLOGOUS_END_JOINING	0.010642264505804815	0.061673821877562665	0.07532122012843472
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.032204614387803004	0.0619577778475834	0.07532122012843472
KEGG_TRYPTOPHAN_METABOLISM	-0.02903745246208787	0.06390062376465555	0.07717867545601255
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.01736887954037793	0.06708760698372984	0.08050512838047581
KEGG_LONG_TERM_DEPRESSION	-0.007345869477066457	0.10227333085484713	0.12194127909616388
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.01876054333704828	0.10377787191097454	0.12294703296459404
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.006110778936838419	0.10460588112628018	0.12314363221195009
KEGG_NITROGEN_METABOLISM	-0.03022356837329894	0.1151028355928505	0.1346486001274855
KEGG_OLFACTORY_TRANSDUCTION	-0.00412345685038675	0.12263130234206976	0.14255888897265612
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.01882845030331515	0.1257635105099606	0.14529200593076191
KEGG_HISTIDINE_METABOLISM	0.01750421438205864	0.1273720977164211	0.14624203811885386
KEGG_BUTANOATE_METABOLISM	0.021325014034461284	0.1416712572423867	0.16166168004345965
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.008496701670408193	0.2392443739548699	0.2713381314366207
KEGG_RIBOSOME	0.01386257446687473	0.2680158215572568	0.3021269261190894
KEGG_MTOR_SIGNALING_PATHWAY	-0.005169616784026453	0.3503344953452132	0.39254347068801
KEGG_FATTY_ACID_METABOLISM	0.012353094986763876	0.3575667572237933	0.39824800505165
KEGG_LYSINE_DEGRADATION	0.006619244097750518	0.420722723350222	0.46580015799488866
KEGG_SULFUR_METABOLISM	0.01455478360929482	0.4311697927944555	0.47454190212880903
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	-0.013623832730521073	0.43747452806770437	0.478648601297606
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.014245272686479184	0.46644547218968524	0.5073617416800086
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.007834901195881339	0.49928464412656015	0.5399240919043033
KEGG_BETA_ALANINE_METABOLISM	-0.008233260971933833	0.5048094024859737	0.5427430570080412
KEGG_PHENYLALANINE_METABOLISM	-0.01329539610553508	0.5410595794521942	0.5783740332075179
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	-0.009340268484079508	0.5724040578384366	0.6083837414739955
KEGG_LONG_TERM_POTENTIATION	-0.0025755024782047817	0.5990507306085111	0.6330877039385402
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.005280172343314638	0.6374131551065376	0.6698239935017853
KEGG_TASTE_TRANSDUCTION	-0.0020301626731271177	0.6426744865757905	0.6715587331634666
KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.005565734384403085	0.6870649130780999	0.7127240131014739
KEGG_TYROSINE_METABOLISM	-0.0037600440649267442	0.6897329159046521	0.7127240131014739
KEGG_THYROID_CANCER	-0.0035655835070789155	0.7052493219202904	0.7247313473877018
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-0.0029291799876551535	0.7410788519813687	0.7573662992776624
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	-0.0029974065028091448	0.7912291831946054	0.8042001534109104
KEGG_OOCYTE_MEIOSIS	-5.622921561805432e-4	0.8795729106275854	0.8891334857431026
KEGG_TIGHT_JUNCTION	-4.485268828861455e-4	0.936934245442389	0.9419987548772127
KEGG_BASAL_CELL_CARCINOMA	1.8301527465938654e-4	0.9735628483655824	0.9735628483655824
