pathway.name	log.fold.change	p.Value	FDR
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.06062080312591951	0.08308931204412587	0.16511144815876863
KEGG_PATHWAYS_IN_CANCER	-0.0975532426863243	0.08344342003722716	0.16511144815876863
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.0694211663926923	0.09077666393121032	0.17624966037216871
KEGG_GAP_JUNCTION	-0.12507159267398732	0.09096756664369998	0.17624966037216871
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.1570727458657288	0.10709048572702025	0.2037217412095992
KEGG_SPLICEOSOME	-0.23322477203100075	0.10733726149753076	0.2037217412095992
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.13826430726673816	0.11149270488415616	0.20947114250962673
KEGG_SULFUR_METABOLISM	-0.19724635393773132	0.1192784512559244	0.2211376155946748
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.13730767245986109	0.120080103091732	0.2211376155946748
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.2736095654351237	0.12250825814353616	0.22339741190880125
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	-0.04424962138335372	0.1262894329305988	0.22805664587467356
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.025439445757911114	0.12906718078559254	0.23083168871269436
KEGG_APOPTOSIS	0.17493887282300055	0.13077297651567732	0.2316549869706284
KEGG_RIBOSOME	-4.256575676476761	0.1346100786942408	0.23620259091630932
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.22340662466197214	0.13971134457997314	0.24286271113901872
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.4224875103303704	0.1510135106961853	0.2600788239767636
KEGG_DNA_REPLICATION	-0.0814770940553153	0.15630456607809418	0.26151213124902023
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.359437933884647	0.15718735456876876	0.26151213124902023
KEGG_PEROXISOME	0.07009756243079804	0.15744721978564058	0.26151213124902023
KEGG_LONG_TERM_DEPRESSION	-0.108016346791077	0.15746967042951754	0.26151213124902023
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.09613681143083144	0.1633937847446194	0.26894906161503723
KEGG_PPAR_SIGNALING_PATHWAY	0.0829846994922353	0.1699722956094705	0.27732321915229396
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.047088636220799875	0.17452841064772215	0.28228073374327234
KEGG_PROPANOATE_METABOLISM	-0.1739443932296882	0.1824330704150816	0.29252199221728603
KEGG_ENDOCYTOSIS	-0.18826617485270639	0.1859939338044858	0.2956826639968749
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.04740087566306006	0.2010038262921111	0.316679575927628
KEGG_BASE_EXCISION_REPAIR	-0.0766588958494843	0.20260682545907382	0.316679575927628
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.2843101430755137	0.2245487924877615	0.34805062835603034
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.03434301561715674	0.23105872683103743	0.35518118339316496
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.04974343123036863	0.23697025620529466	0.36128252175561315
KEGG_STARCH_AND_SUCROSE_METABOLISM	-0.08837283561044135	0.24634244174405207	0.372517838734908
KEGG_RNA_DEGRADATION	-0.07616080180429088	0.26131021612860694	0.38896154265045513
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.11061781179623369	0.261398886189822	0.38896154265045513
KEGG_NON_HOMOLOGOUS_END_JOINING	-0.05747508894141578	0.2752548512505517	0.4037653657776426
KEGG_BETA_ALANINE_METABOLISM	-0.08178035084822408	0.2756892551277452	0.4037653657776426
KEGG_VIRAL_MYOCARDITIS	-0.46668716499786234	0.2907267601184951	0.42037022736828283
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.061064418870137215	0.29154709317477684	0.42037022736828283
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.06561521395442753	0.3042169316133261	0.43526422523137426
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.058584970512799886	0.30737855047101315	0.436430613645866
KEGG_PRION_DISEASES	-0.14003842861726837	0.31420152245172717	0.4427385089092519
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.12433097410680843	0.3446496184704171	0.4819911957556209
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.611146552770606	0.3535208553894989	0.4907080530033343
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.08843360863926024	0.3741296441615337	0.5140593297094325
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.4205467871449749	0.3758713378520582	0.5140593297094325
KEGG_PROTEIN_EXPORT	-0.19178009061962473	0.37957977215970296	0.5149203966943021
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.04226241731490895	0.3820377136764177	0.5149203966943021
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.06918832083499261	0.4006674687745422	0.5320372994614168
KEGG_PANCREATIC_CANCER	-0.08016744546594899	0.4007688911312308	0.5320372994614168
KEGG_LEISHMANIA_INFECTION	0.229654499413518	0.4033185979788159	0.5320372994614168
KEGG_PHENYLALANINE_METABOLISM	-0.05701067248693752	0.42200686880039595	0.5457315012294669
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.019420860619396567	0.4250592811309315	0.5457315012294669
KEGG_PURINE_METABOLISM	-0.058045297878307665	0.4252029361291574	0.5457315012294669
KEGG_FATTY_ACID_METABOLISM	-0.05292386359469942	0.425435847732649	0.5457315012294669
KEGG_MISMATCH_REPAIR	-0.0538437747734123	0.4329894498411304	0.551616696372947
KEGG_SELENOAMINO_ACID_METABOLISM	0.05250500375266837	0.45795918650534295	0.5794585625169646
KEGG_HOMOLOGOUS_RECOMBINATION	-0.03155747965197654	0.46651391026992295	0.586294508852741
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.032095788434900886	0.47009728270169177	0.5868328495470783
KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.09597774649948675	0.47923483728973326	0.5924213753442181
KEGG_PARKINSONS_DISEASE	0.15643794368227024	0.48094423482245663	0.5924213753442181
KEGG_OTHER_GLYCAN_DEGRADATION	-0.05929535099506466	0.5274586122882592	0.6454427755632645
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.007310663710929557	0.5402591039653576	0.6567855773696504
KEGG_GLUTATHIONE_METABOLISM	0.04414595226395973	0.5518983762787155	0.6665785583626045
KEGG_PYRIMIDINE_METABOLISM	0.016900053831790458	0.5648352196538464	0.6760459985451517
KEGG_ECM_RECEPTOR_INTERACTION	-0.009093213135405964	0.5694914812434988	0.6760459985451517
KEGG_RNA_POLYMERASE	-0.054164730503081036	0.5706409772666066	0.6760459985451517
KEGG_TYPE_I_DIABETES_MELLITUS	0.36037566609881716	0.580854305861088	0.6789327454071242
KEGG_RENAL_CELL_CARCINOMA	-0.029801712316272322	0.5838370653225218	0.6789327454071242
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.11480168779569044	0.5860323106517118	0.6789327454071242
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.11677154422748127	0.593806301388692	0.6789327454071242
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.405327647939026	0.5944274979140117	0.6789327454071242
KEGG_P53_SIGNALING_PATHWAY	-0.01277688974989882	0.5949786962438777	0.6789327454071242
KEGG_THYROID_CANCER	-0.14138130413384142	0.627376131867788	0.7115363446793205
KEGG_ALLOGRAFT_REJECTION	0.3518169146859029	0.6420319824282	0.7237451438281527
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.25540857579784465	0.6497544550255369	0.728038124305722
KEGG_REGULATION_OF_AUTOPHAGY	0.029331360624053934	0.6660246788507493	0.7417999417140082
KEGG_STEROID_BIOSYNTHESIS	-0.027194923667335877	0.6805779015363447	0.7534969624152388
KEGG_LYSOSOME	0.07064831346235534	0.7106704713866734	0.7821580335971672
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	-0.04232093407805634	0.7164197423596219	0.7838474828169981
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.0888870084887151	0.7279750683533697	0.7877790710848858
KEGG_HUNTINGTONS_DISEASE	-0.055366970998153374	0.7284838721860234	0.7877790710848858
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.03426302762937943	0.7542331070492756	0.8109095833015333
KEGG_ALZHEIMERS_DISEASE	-0.039323053334978215	0.7787798229959282	0.825888472823735
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.07433002650734068	0.7804059028181949	0.825888472823735
KEGG_LINOLEIC_ACID_METABOLISM	-0.002542318162134631	0.7845616795502768	0.825888472823735
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.019253072974034335	0.7859261273645219	0.825888472823735
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.03813421637703187	0.7997997168933071	0.8357457715851412
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.002375419137863614	0.8341768774435199	0.8621398775472318
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.015988672338091432	0.8343289137553855	0.8621398775472318
KEGG_ETHER_LIPID_METABOLISM	0.0172644449490813	0.8401543156800898	0.8633629984336835
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.04538496901624666	0.8464177367059238	0.8650203243258341
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.004074481273356623	0.8680665074237293	0.8822971059060855
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.01514331555458974	0.8858875785841057	0.8955167913948026
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.00937921235663042	0.9012438056969083	0.9061153938358105
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.005514156805868356	0.9505687419378894	0.9505687419378894
